"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.222442244224422,0.178147315059844,0.0372844318131805,0.178025785330104,0.0125748669436242,0.221543439916922,0.177520380295673,0.17898470308753
"2",0.185553346587144,0.219945789303777,0.0463742250693032,0.219935569172447,0.0192061562005519,0.235446214692154,0.221981563181274,0.22070444094443
"3",0.170940170940171,0.157000217609339,0.0333691421685415,0.156834754664836,0.0119439923279879,0.190538013386681,0.155632293313076,0.153634582176336
"4",0.179301252471984,0.203332371338447,0.0385549377285963,0.203302032707303,0.0139796051074803,0.240804897421913,0.200231488165377,0.199070063630014
"5",0.222001325381047,0.188926596475461,0.0461699320711213,0.18897322904804,0.0168128447948733,0.21362927512655,0.186705594759321,0.18660628149551
"6",0.174324324324324,0.18465026343971,0.048296372842007,0.184776119740257,0.0166282677501774,0.213329661237275,0.186267746116479,0.185750467011742
"7",0.158528428093646,0.155972318146992,0.0458149223088682,0.155976664682097,0.0177507567138209,0.181136483632043,0.157001380320027,0.164327906414205
"8",0.179172056921087,0.192500245063122,0.037539374709075,0.192496295629305,0.0136430511151679,0.22388161053269,0.196397267502852,0.194634464734261
"9",0.193135935397039,0.185307975113973,0.0484368455731942,0.185443653446832,0.0169559263057909,0.211262098202903,0.186393170006506,0.187658137750002
"10",0.202079272254711,0.16617619638652,0.034401027792717,0.166287867343608,0.0119660575358018,0.191753660170348,0.166858970741197,0.16376557649608
"11",0.189848384970336,0.213570570189282,0.0260875491673661,0.213712148210835,0.00890080442604541,0.265445099052466,0.213722802644253,0.213103084153931
"12",0.164658634538153,0.170060208580769,0.062494109648305,0.169887202437712,0.023623499004611,0.172931913387596,0.168818291978412,0.170051483954866
"13",0.189154293092318,0.171086550667539,0.043860086568551,0.171094362314866,0.0175606971235653,0.184907243916266,0.178598738396945,0.181700492087043
"14",0.181940700808625,0.225775319093086,0.0462012974442703,0.225804983409226,0.0163943139269522,0.258803294968296,0.227324890178951,0.225447124373712
"15",0.198928332217013,0.181532647485263,0.0399161486020743,0.18122017762263,0.0133582234599098,0.195592972332204,0.184289562212902,0.182695019099314
"16",0.202412868632708,0.209034740491936,0.0432743741141993,0.209061484309455,0.0156502167234493,0.252006432004933,0.208904920538907,0.205762573145787
"17",0.186865267433988,0.233629343095071,0.0567720448386062,0.233544739591917,0.0206163002026556,0.259983977217305,0.229256867806758,0.230230616969914
"18",0.189349112426035,0.219361565269346,0.0527036033663519,0.219364382283389,0.0180900928250707,0.244874894183071,0.222360879396699,0.223368029783217
"19",0.178356713426854,0.217920135128338,0.0366504023067187,0.217909979590168,0.0123337659328298,0.257635581604633,0.217080241532493,0.216357098704468
"20",0.191576086956522,0.219493394562952,0.0359183622673878,0.21954508450401,0.0141731225162189,0.270675811052999,0.220030407790587,0.221983694612199
"21",0.178737541528239,0.222912424063188,0.0423504765032024,0.222893726377883,0.0153300267681117,0.260454440392488,0.235190525057488,0.234700214776487
"22",0.146143437077131,0.18945168215817,0.0383701678724229,0.189560525949768,0.0152168570767088,0.235587756109691,0.186577967347848,0.185807785324824
"23",0.204739960500329,0.161746231205459,0.0564701463910248,0.161680670229405,0.017924577527599,0.159728127604704,0.158560241254145,0.156979444287627
"24",0.180843938379103,0.168957540363127,0.0196424642055042,0.168998210313662,0.00740373882032711,0.230692831898057,0.167876497019751,0.167214202401694
"25",0.211360634081902,0.212017019285906,0.0441501262679933,0.212165216647409,0.0170488596939568,0.246790113234173,0.212979761740895,0.211893029257236
"26",0.179183135704875,0.12871916965159,0.0428184127153299,0.1287858606945,0.0161133916600439,0.134734113988953,0.128422885805876,0.128160759666144
"27",0.188079470198676,0.193073910180603,0.0425359854981303,0.192964726787629,0.0139999472666987,0.228006314291058,0.188909248474874,0.188495744536182
"28",0.206600660066007,0.164604407383734,0.0430044431966428,0.1645524200991,0.0168947737098106,0.194494831531835,0.16321912423586,0.163439016967402
"29",0.179504353650368,0.193999726294624,0.0378826626250898,0.193973166741863,0.0131871280754826,0.232944440790767,0.195920701617242,0.195535486955614
"30",0.173664122137405,0.157927482374238,0.0376298248344536,0.157885818598141,0.0149963118133682,0.188103075838955,0.157046589382773,0.155141026748435
"31",0.180360721442886,0.204168398994314,0.0497451043015773,0.204116124711659,0.0187796494105776,0.233173052072002,0.202251841691344,0.20004520933875
"32",0.166556071665561,0.180033686955344,0.029745998641426,0.180165193485734,0.0108080727002521,0.217302305687034,0.181668651405945,0.18490649007374
"33",0.160904255319149,0.219412870836638,0.0473523250700166,0.219447527563383,0.0165955633604878,0.251771916668345,0.219866385317929,0.218691794118238
"34",0.191517561298873,0.182383815097034,0.0313715924617599,0.182538427582831,0.0126534724124475,0.227347852752168,0.184018373373971,0.186052991770183
"35",0.209207853757617,0.193801794955339,0.0456920821294992,0.19388093960343,0.0152008665041354,0.237185820506531,0.190535823523377,0.190037878551099
"36",0.202774108322325,0.197488609332227,0.0539474035285586,0.197443886746743,0.0169185479102289,0.212165598450874,0.203187928200901,0.205218680390636
"37",0.184645929847783,0.204600686497177,0.0350853636427135,0.204614894143974,0.0103087075180609,0.252033714859121,0.204937180089289,0.205390710270029
"38",0.192333113020489,0.137809705452104,0.0312804707509484,0.137701021897343,0.013111385755326,0.168932334589187,0.144501184527611,0.145352768842735
"39",0.23036303630363,0.176666144378256,0.0462528900148492,0.176619839638579,0.0156636234663563,0.208416062513803,0.185745805858904,0.188853252758358
"40",0.209785522788204,0.188337455369869,0.0366823230159795,0.188297463457914,0.0129228778150377,0.226851358535237,0.189146582275106,0.187013489032949
"41",0.176151761517615,0.159615285820344,0.0381523380938412,0.159642988535555,0.013858846619167,0.207622750323683,0.158288348921881,0.162952265255357
"42",0.172806430006698,0.212621667889615,0.0426621927179661,0.212717909273561,0.0165475017852014,0.240476042829378,0.207507744769092,0.206457463191082
"43",0.188337801608579,0.148853487170149,0.0429410928397931,0.148898408174804,0.0162953392108213,0.171859551652756,0.149196538320222,0.150038225801591
"44",0.198443579766537,0.205256093513555,0.0346164833618283,0.205245435289074,0.0132557202654187,0.251265405312325,0.20016149753289,0.198349178559145
"45",0.170557717250324,0.213552502325021,0.0537092771568099,0.213773047047732,0.0193770964470923,0.242674094926962,0.212824006870255,0.218989088151619
"46",0.168627450980392,0.201268110312813,0.051756249771251,0.201302063826039,0.0183321967795249,0.221634028869521,0.202946694377982,0.201000568070984
"47",0.201183431952663,0.206690885390878,0.0382848096641621,0.206740663225724,0.0141942713301376,0.239805285667368,0.200453991667614,0.197987822445631
"48",0.164893617021277,0.175884988124977,0.0364951842144159,0.175732069781965,0.0114121088672904,0.219865964674456,0.177348381526907,0.175375862231152
"49",0.190159574468085,0.178970000415676,0.0362092892022933,0.17902576331625,0.0137534321244831,0.226487081519357,0.177810517363118,0.17702541062334
"50",0.207054212932724,0.156373875344336,0.0456707731064632,0.156352944864891,0.0148352607280563,0.172423617924233,0.159576723712804,0.158853052530905
"51",0.190572390572391,0.218808180979698,0.0467553868551993,0.218868413485149,0.016649841944441,0.260037452182525,0.222885676838344,0.22843431030958
"52",0.194736842105263,0.159258105091633,0.0411107301281683,0.159247144393742,0.013616913563784,0.1808257947242,0.161809719923482,0.16014885798607
"53",0.225333333333333,0.246309756133244,0.0323935840575656,0.24644968019428,0.0102469983298006,0.29660857505171,0.242782366851666,0.246988282723783
"54",0.197041022192334,0.190493905789725,0.0379616373688766,0.190391872750627,0.0152430159077082,0.227789756961104,0.188964234329347,0.191838373807002
"55",0.184959349593496,0.186313391736582,0.0449002508463339,0.186515967900529,0.0141053387347541,0.211648890406202,0.188605185567779,0.187451347924255
"56",0.167571234735414,0.166127613616703,0.05352755129401,0.166053813746848,0.0184012653673899,0.186448790239051,0.168651888384126,0.164373385982826
"57",0.166223404255319,0.165152207829512,0.0451588489203965,0.165108458185003,0.0158833856358499,0.179628076682165,0.162631840284817,0.157852842488947
"58",0.210204081632653,0.187351390887181,0.0485252692819956,0.187317414126323,0.0167797082108144,0.194599844528695,0.193025431018143,0.192813590371243
"59",0.181696726786907,0.211790482861113,0.0544737735150861,0.211840246234458,0.018721802660665,0.237665719671073,0.211160839346435,0.213948831774595
"60",0.140027322404372,0.2203153745544,0.0603561171951747,0.220273248605245,0.0212886514785269,0.24259374078774,0.22738408771236,0.222177290973145
"61",0.170059093893631,0.184471858503942,0.0305638614078859,0.184436227850569,0.0114792972477431,0.219099529845907,0.187364708695376,0.188943484121921
"62",0.17479674796748,0.244388529661258,0.0493131729757806,0.244478484608095,0.0189733860732582,0.272294902268943,0.244635618778424,0.243352507544318
"63",0.184016118200134,0.270830067320483,0.0493064067563636,0.2708469924358,0.0154720890021554,0.327687649646178,0.271512833886386,0.274884627528746
"64",0.181756756756757,0.165291872766937,0.0410466398613795,0.165290780802104,0.0159104505777535,0.193484033841237,0.1673181421287,0.171198825364451
"65",0.162433155080214,0.171926970526888,0.0373263999315088,0.171797745756837,0.0117162518279118,0.201616656300139,0.172747892167586,0.166702271067078
"66",0.227755644090305,0.211490994331861,0.0405086672834844,0.211291840094709,0.0135213339128418,0.242877161370517,0.213387108407868,0.212096070596099
"67",0.19047619047619,0.124202279016622,0.0330619633455607,0.124073637404339,0.010815313616183,0.140816169829585,0.118555284211906,0.120635233726048
"68",0.189712758851035,0.165983426658038,0.042294920419534,0.165964814020923,0.0165033385585714,0.198727510322926,0.16437775742896,0.166333347904395
"69",0.151069518716578,0.146036470014125,0.0409041334439963,0.146031535832736,0.0150500114340664,0.168251334013183,0.142576508099385,0.140401461537247
"70",0.194050033806626,0.185607407449358,0.0529709788670651,0.185625367691834,0.0178031957823612,0.200496179325017,0.183935686927276,0.184595396456846
"71",0.187040748162993,0.181876962349174,0.0326006050498765,0.18185705246816,0.0136494146352365,0.223983446702061,0.181116550927482,0.181928330611542
"72",0.187250996015936,0.194550000344091,0.0396644047589417,0.194877176557627,0.012058307028005,0.229043726070458,0.193591423949271,0.194819965821826
"73",0.165094339622642,0.130114970638568,0.0369960122004893,0.13003653463837,0.0100446551984263,0.157458063623816,0.119248740208466,0.114458296726731
"74",0.173941798941799,0.136910631179391,0.0409415637574909,0.136866462836042,0.0166370003459367,0.165598566983661,0.136266681995947,0.136589211413322
"75",0.208945260347129,0.160542236443512,0.0458832380518194,0.1605694915622,0.0177127282058248,0.181827487098205,0.150436348151564,0.151551983129466
"76",0.186184210526316,0.181900905775585,0.0470389764939676,0.181920847215506,0.0140371506348882,0.189394495278417,0.181869952922461,0.1785395194117
"77",0.160079051383399,0.214682764801215,0.0271769325968539,0.214728735783323,0.0112720527535941,0.25712356738836,0.207860310940439,0.207335607584957
"78",0.197324414715719,0.202477402036637,0.0449004987714897,0.202497732779312,0.01730445388087,0.22800809927275,0.204241804633205,0.206680712591777
"79",0.208473436449227,0.201198127120642,0.0441835550163376,0.201227632840894,0.0161111443680138,0.227941504279341,0.203333304035452,0.203517963255019
"80",0.20497311827957,0.23382976255334,0.0300553390153149,0.233856227479078,0.0100340629338798,0.275734532068508,0.23228682863319,0.233309936122175
"81",0.212081418253447,0.185774904933535,0.0283647024090745,0.18568541629391,0.0109781516730603,0.20974749786584,0.185768628215725,0.184747159719084
"82",0.183423913043478,0.194336466297328,0.027404985142661,0.194340508210641,0.00987408663319236,0.241073302718546,0.19334939711942,0.193578019157774
"83",0.215593220338983,0.134143182760553,0.0460784958839546,0.134129382923339,0.017004403317287,0.159962596254813,0.136559865299504,0.132891723225288
"84",0.211424819435325,0.261862269219009,0.0355161922893077,0.261872972400997,0.0128639182444253,0.312989929594201,0.267067279992709,0.262348945855836
"85",0.19350563286945,0.180804040953807,0.0353187500698251,0.181042564805965,0.0124780211629332,0.232039181630686,0.177840185695338,0.18128471104051
"86",0.206327372764787,0.173127991534998,0.0551708757056384,0.173116813399217,0.0206317370846578,0.191639251844948,0.170736450607385,0.176276027911398
"87",0.163306451612903,0.206076427668896,0.0452483037160723,0.206037396345981,0.0169680889505623,0.234803715396544,0.203420636584092,0.203621393658818
"88",0.211450878334418,0.206281155337189,0.0327292240907015,0.206221539001741,0.0107165168867298,0.251800756342157,0.206362119212696,0.205942051315444
"89",0.177688710754843,0.186272827923715,0.0463818719214463,0.186246319638506,0.018615650120591,0.200650726125393,0.187873520395282,0.190039533360125
"90",0.204739960500329,0.197181101436909,0.0504123132084115,0.197290054679336,0.0163633248869461,0.231627426536652,0.198643818772665,0.194454508816439
"91",0.175603217158177,0.152458694837873,0.0455887715007527,0.152475186365862,0.0179839391795379,0.177055078968474,0.15120231643966,0.152563377440377
"92",0.178619756427605,0.195989946430575,0.0398128723532,0.196056044285744,0.0101203357189179,0.242218656477482,0.1933037945023,0.194560564826355
"93",0.196860693263571,0.185796860768306,0.0413148074887626,0.185865055122085,0.0147216327382364,0.200699115714031,0.190370939771612,0.188979731500661
"94",0.162127107652399,0.151308268309837,0.0358342102824963,0.151222735455385,0.0129868519174734,0.195259434685103,0.153430700392402,0.152735497840166
"95",0.157964309319233,0.199391412860092,0.0535947866028971,0.199312063286956,0.0202710377183725,0.213278010136655,0.201005952839373,0.200554284295595
"96",0.203903095558546,0.185261495811964,0.0329031500446113,0.185363864977661,0.0116435722829427,0.231779293206125,0.18873132029657,0.18463657760294
"97",0.183660130718954,0.215429487939392,0.0462766723474015,0.215350219295201,0.018064736201252,0.237557618698794,0.215907573221839,0.21209892358467
"98",0.183032732130929,0.225361018591109,0.0441455147611016,0.225441817703251,0.0153699608937154,0.267154933742399,0.222901141597199,0.229324792306331
"99",0.184210526315789,0.209352140824585,0.0432293799868719,0.209255407541973,0.0164955606934778,0.238199089068591,0.209696227583956,0.211641518453176
"100",0.229540918163673,0.237550601261029,0.0356927021849243,0.237512345728379,0.0121334950717065,0.28581031142021,0.239102520717695,0.24006248795423
